"searchedTranscript","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression","notGene"
"ENST00000428573","","ENSG00000226862","                                            ENSG00000226862  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000226862  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:25 2020",0,4.11,2.1,0,0,0,0,1.06,0,0,0,1.89,0,0,0,0,0,1.08,0,0,0.81,0.3,0.37,-0.51,TRUE
"ENST00000428667","","ENSG00000233818","                                            ENSG00000233818  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000233818  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:25 2020",1.58,3.26,1.99,0,3.03,1.15,2.7,1.13,2.06,3.07,1.2,0.91,0.5,0.87,0,0.39,1.36,0.13,1.2,2.22,1.88,0.88,0.47,-1,TRUE
"ENST00000428667","","ENSG00000233818","                                            ENSG00000233818  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000233818  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:15:08 2020",1.58,3.26,1.99,0,3.03,1.15,2.7,1.13,2.06,3.07,1.2,0.91,0.5,0.87,0,0.39,1.36,0.13,1.2,2.22,1.88,0.88,0.47,-1,TRUE
"ENST00000429588","","ENSG00000230479","                                            ENSG00000230479  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000230479  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:26 2020",2.42,6.29,4.33,6.43,5.49,2.19,3.43,3.77,3.01,4.2,1.82,3.64,1.29,3.97,0.95,0.46,0.62,0.64,1.07,2.36,4.15,1.68,0.41,-2.47,TRUE
"ENST00000429816","","ENSG00000225258","                                            ENSG00000225258  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000225258  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:26 2020",0,0,0.25,0,0.85,0.41,0.19,0.62,0,0,0,0,0.51,0,0,0,0.2,0,0,0.28,0.26,0.1,0.38,-0.16,TRUE
"ENST00000429866","","ENSG00000231443","                                            ENSG00000231443  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000231443  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:27 2020",0.78,0.25,0.42,0.28,0.46,0.34,0.23,0.16,0,0.38,0.52,0.19,0.24,0,0.17,0,0.18,0,0,0.24,0.33,0.15,0.47,-0.17,TRUE
"ENST00000430078","","ENSG00000237927","                                            ENSG00000237927  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000237927  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:28 2020",0,0.13,0.13,0.56,0.27,0,0.18,0.13,0.06,0,0,0.13,0.19,0.28,0.06,0.07,0,0.03,0,0,0.16,0.08,0.47,-0.09,TRUE
"ENST00000431202","","ENSG00000235143","                                            ENSG00000235143  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000235143  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:28 2020",0.15,0.05,0.04,0.31,0,0,0.09,0.04,0.11,0,0.03,0.04,0.1,0,0,0.08,0.03,0.04,0.01,0,0.09,0.03,0.38,-0.05,TRUE
"ENST00000432251","","ENSG00000233397","                                            ENSG00000233397  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000233397  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:29 2020",0.61,0.17,1.18,1.77,3.39,0.67,8.43,0.17,0.64,0.64,0,1.31,0.63,1.27,1.4,0,0.49,2.09,0,0.86,1.89,0.81,0.43,-1.09,TRUE
"ENST00000432828","","ENSG00000223777","                                            ENSG00000223777  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000223777  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:29 2020",0,0,2.17,0,0,0,0.35,0,0,1.52,0,0,0.37,0,0,0,0,0.86,0,0,0.28,0.12,0.44,-0.16,TRUE
"ENST00000433040","","ENSG00000225606","                                            ENSG00000225606  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000225606  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:30 2020",0,0.16,0,0,0,0.32,0,0.15,0,0,0,0.31,0,0,0,0,0,0,0,0,0.07,0.03,0.43,-0.04,TRUE
"ENST00000433219","","ENSG00000235319","                                            ENSG00000235319  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000235319  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:30 2020",0.53,0,0,0,0,0.42,0,0,0,0,0.27,0,0.13,0,0,0,0,0,0,0,0.11,0.04,0.38,-0.07,TRUE
"ENST00000433840","","ENSG00000228120","                                            ENSG00000228120  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000228120  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:31 2020",0.05,0,0.07,0,0.15,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0,0.03,0.01,0.39,-0.02,TRUE
"ENST00000433997","","ENSG00000267026","                                            ENSG00000267026  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000267026  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:31 2020",17.73,67.19,24.2,35.36,37.43,15.78,6.67,15.69,4.9,7.11,6,20.67,24.35,16.6,5.64,4.84,5.58,11.32,9.86,7.04,25,11.19,0.45,-13.81,TRUE
"ENST00000434291","","ENSG00000248751","                                            ENSG00000248751  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is TBC1D10A.","                                            ENSG00000248751  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is TBC1D10A.","no summary","Mon Dec 07 09:13:32 2020",0,0,0.23,0,0,0,0.18,0.84,0.46,1.74,0,0.13,0,0,0,0,0,0.59,0,0.09,0.19,0.08,0.43,-0.11,TRUE
"ENST00000434291","","ENSG00000248751","                                            ENSG00000248751  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is TBC1D10A.","                                            ENSG00000248751  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is TBC1D10A.","no summary","Mon Dec 07 09:14:32 2020",0,0,0.23,0,0,0,0.18,0.84,0.46,1.74,0,0.13,0,0,0,0,0,0.59,0,0.09,0.19,0.08,0.43,-0.11,TRUE
"ENST00000434300","","ENSG00000285280","                                            ENSG00000285280  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000285280  is an Uncategorized gene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:32 2020",0,0,1.42,0,0,0,0,1.65,0,0,0,0,1.46,0,0,0,0,0,0,0,0.34,0.15,0.43,-0.2,TRUE
"ENST00000434363","","ENSG00000230084","                                            ENSG00000230084  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000230084  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:33 2020",0,0,0,0,0,1.33,0,0,1.39,0,0,0,0,0.7,0,0,0,0,0,0.67,0.3,0.14,0.45,-0.17,TRUE
"ENST00000435281","","ENSG00000233379","                                            ENSG00000233379  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000233379  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:33 2020",0,0,0,0.66,0,0.1,0.41,0,0,0,0,0,0,0,0,0,0.33,0,0.31,0,0.13,0.06,0.49,-0.07,TRUE
"ENST00000435693","","ENSG00000228729","                                            ENSG00000228729  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000228729  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:34 2020",0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.03,0.01,0.42,-0.01,TRUE
"ENST00000437438","","ENSG00000215023","                                            ENSG00000215023  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000215023  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:34 2020",0.1,0,0.28,0.94,0,0.27,0,0.48,0,0,0.67,0.11,0,0.22,0,0,0,0,0,0,0.23,0.1,0.44,-0.13,TRUE
"ENST00000437523","","ENSG00000228826","                                            ENSG00000228826  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000228826  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:35 2020",0.94,1.06,1.07,9.9,3.07,1.04,0,1.09,0,0,0.99,0,5.9,0,0,0.98,0,0,0,0,2.02,0.79,0.39,-1.23,TRUE
"ENST00000438210","","ENSG00000228477","                                            ENSG00000228477  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000228477  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:35 2020",0,0.12,0.27,0,0.16,0.46,0.11,0.23,0.33,0.33,0.11,0.11,0,0,0.32,0,0,0.24,0,0,0.19,0.08,0.42,-0.11,TRUE
"ENST00000438324","","ENSG00000232756","                                            ENSG00000232756  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000232756  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:38 2020",0,0,0.22,0.88,0,2.09,0,0,0,0,1.37,0,0,0,0,0,0,0.14,0,0,0.35,0.15,0.43,-0.2,TRUE
"ENST00000438639","","ENSG00000223829","                                            ENSG00000223829  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000223829  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:38 2020",0,0,0,0,0,0.35,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.04,0.02,0.42,-0.02,TRUE
"ENST00000438969","","ENSG00000228031","                                            ENSG00000228031  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000228031  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:39 2020",0.19,0.22,0.26,0,0.33,0,0.19,0.64,0,0,0,0,0.2,0,0.39,0,0,0.22,0,0,0.21,0.08,0.4,-0.12,TRUE
"ENST00000439076","","ENSG00000236394","                                            ENSG00000236394  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000236394  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:39 2020",0,0,0,0,0,0,0,0,0.61,0,0,0.31,0,0,0,0,0,0,0,0,0.07,0.03,0.47,-0.04,TRUE
"ENST00000440038","","ENSG00000237094","                                            ENSG00000237094  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000237094  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:40 2020",0.17,0,0.21,0,0.42,0.13,0.19,1.19,0,0.36,0,0.74,0.19,0,0,0,0,0,0,0.16,0.26,0.11,0.43,-0.15,TRUE
"ENST00000440224","","ENSG00000243621","                                            ENSG00000243621  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000243621  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:40 2020",0,1.79,0,0,0,1.31,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0.34,0.15,0.44,-0.19,TRUE
"ENST00000440581","","ENSG00000234115","                                            ENSG00000234115  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000234115  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:41 2020",0,0,0.13,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.01,0.01,0.43,-0.01,TRUE
"ENST00000440714","","ENSG00000237609","                                            ENSG00000237609  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000237609  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:41 2020",0,2.33,0,2.42,4.17,2.29,0,0,0,0,3.35,0,0,0,0,0,0,2.4,0,0,1.24,0.58,0.46,-0.67,TRUE
"ENST00000440985","","ENSG00000225721","                                            ENSG00000225721  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000225721  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:42 2020",0,0,1.21,1.76,0.7,0,1.16,0.05,0,0,0.67,0,0.48,0,0,0.74,0.76,0,0,0,0.54,0.27,0.49,-0.28,TRUE
"ENST00000441416","","ENSG00000236491","                                            ENSG00000236491  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000236491  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:43 2020",0,0,0,0,0.64,0,0.13,0,0.27,0,0.27,0.14,0.13,0,0,0,0,0,0,0,0.12,0.05,0.47,-0.06,TRUE
"ENST00000441532","","ENSG00000234206","                                            ENSG00000234206  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000234206  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:43 2020",0,0,1.93,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0.82,0,0.86,1.05,0.56,0.27,0.49,-0.28,TRUE
"ENST00000441746","","ENSG00000227161","                                            ENSG00000227161  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000227161  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:44 2020",0,0,0,0,4.8,0,2.14,0,0,0,1.05,0,0,0.99,0,0,1.02,0,0,0,0.77,0.31,0.4,-0.46,TRUE
"ENST00000441772","","ENSG00000230080","                                            ENSG00000230080  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000230080  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:44 2020",0,0,0,0,0,0,0,0,0.1,0.05,0,0,0,0,0,0,0,0.05,0,0,0.01,0.01,0.46,-0.01,TRUE
"ENST00000442417","","ENSG00000225205","                                            ENSG00000225205  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000225205  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","Metazoan signal recognition particle RNA
                        RF00017
                        ","Mon Dec 07 09:14:45 2020",0.93,0.77,0.41,4.65,0.72,0.56,0.85,0.42,0.78,0.5,0.92,0.39,0.21,0.09,1.4,0,0.96,0.11,0.47,0.38,1.12,0.49,0.44,-0.63,TRUE
"ENST00000442564","","ENSG00000225726","                                            ENSG00000225726  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000225726  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:45 2020",0,0.92,0,7.42,1.47,0.29,0,0.88,0.54,0,0.81,0.84,0.27,0,1.03,0.55,0.28,0.31,0,0.88,1.28,0.5,0.39,-0.78,TRUE
"ENST00000442800","","ENSG00000281593","                                            ENSG00000281593  is a Protein Coding gene.                                                                                                                                                                                ","                                            ENSG00000281593  is a Protein Coding gene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:46 2020",0,0,0,0,0.2,0,0,0,0.15,0,0,0,0,0,0,0,0,0.16,0,0,0.04,0.02,0.41,-0.02,TRUE
"ENST00000443897","","ENSG00000234597","                                            ENSG00000234597  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000234597  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:46 2020",0,0.04,0.04,0,0.05,0,0,0,0.12,0,0.08,0,0,0,0,0,0,0,0.04,0,0.03,0.01,0.44,-0.02,TRUE
"ENST00000444478","","ENSG00000234698","                                            ENSG00000234698  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000234698  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:47 2020",2.37,0,1.16,3.2,0,0.84,0.38,0.88,0,0.4,0,1.65,0.39,0.79,1.11,0,0,0.46,0.43,0,0.98,0.48,0.49,-0.5,TRUE
"ENST00000444708","","ENSG00000236687","                                            ENSG00000236687  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000236687  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:47 2020",0,0.14,0,0.33,0,0.72,0,0.1,0,0.79,0.2,0.26,0,0,0,0,0,0,0,0.12,0.14,0.06,0.4,-0.09,TRUE
"ENST00000445332","","ENSG00000236255","                                            ENSG00000236255  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000236255  is an Uncategorized gene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:48 2020",0,1.08,0,0.14,7.29,1.22,0,1.4,0.98,0.75,2.4,0.63,0.34,0.25,0.7,0.57,0.21,0.99,0,0.08,1.35,0.62,0.46,-0.73,TRUE
"ENST00000445345","","ENSG00000225981","                                            ENSG00000225981  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000225981  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:48 2020",3.26,0,0.7,2.33,0,0.27,0.74,1.39,0.26,0,1.02,1.06,0.25,0,1.23,0,0.27,0,0,0.82,0.99,0.47,0.47,-0.53,TRUE
"ENST00000445766","PRICKLE1","ENSG00000139174
","This gene encodes a nuclear receptor that may be a negative regulator of the Wnt/beta-catenin signaling pathway. The encoded protein localizes to the nuclear membrane and has been implicated in the nuclear trafficking of the transcription repressors REST/NRSF and REST4. Mutations in this gene have been linked to progressive myoclonus epilepsy. Alternate splicing results in multiple transcript variants. A pseudogene of this gene is found on chromosome 3. [provided by RefSeq, Sep 2009]","                                            PRICKLE1 (Prickle Planar Cell Polarity Protein 1) is a Protein Coding gene.                                            Diseases associated with PRICKLE1 include Epilepsy, Progressive Myoclonic, 1B and Prickle1-Related Progressive Myoclonus Epilepsy With Ataxia.                                            Among its related pathways are Regulation of activated PAK-2p34 by proteasome mediated degradation and Signaling by GPCR.                                                                                        An important paralog of this gene is TES.","Involved in the planar cell polarity pathway that controls convergent extension during gastrulation and neural tube closure. Convergent extension is a complex morphogenetic process during which cells elongate, move mediolaterally, and intercalate between neighboring cells, leading to convergence toward the mediolateral axis and extension along the anteroposterior axis. Necessary for nuclear localization of REST. May serve as nuclear receptor.
                         PRIC1_HUMAN,Q96MT3
                         ","Mon Dec 07 10:24:37 2020",1.21,0,1.13,2.55,1.77,1.15,2.2,3.75,0.37,0.47,0,1.29,1.34,0,1.5,0,0,0.75,1.42,1.24,1.57,0.75,0.48,-0.82,FALSE
"ENST00000446309","","ENSG00000224046","                                            ENSG00000224046  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000224046  is an Uncategorized gene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:49 2020",0,0,0,0,0,0.85,0,0,0.81,0,0,0,0,0,0.73,0,0,0,0,0,0.18,0.07,0.4,-0.11,TRUE
"ENST00000446476","","ENSG00000228692","                                            ENSG00000228692  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000228692  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:49 2020",0.49,1.33,0.42,0.75,0.6,0,0.09,0.18,0,0,0.34,0,0,0.56,0,0.62,0,0.45,0,0,0.43,0.2,0.46,-0.23,TRUE
"ENST00000446626","","ENSG00000226007","                                            ENSG00000226007  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000226007  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:50 2020",0.16,0,0.25,0,0.11,0.16,0.15,0.2,0.16,0.03,0.08,0,0.11,0,0,0.14,0.05,0.03,0.07,0,0.13,0.05,0.37,-0.08,TRUE
"ENST00000446626","","ENSG00000226007","                                            ENSG00000226007  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000226007  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:58 2020",0.16,0,0.25,0,0.11,0.16,0.15,0.2,0.16,0.03,0.08,0,0.11,0,0,0.14,0.05,0.03,0.07,0,0.13,0.05,0.37,-0.08,TRUE
"ENST00000447037","","ENSG00000239415","                                            ENSG00000239415  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000239415  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:50 2020",0.28,0.27,2.38,0.56,0,0,0.3,0,0,0,0,0,0.78,0,0,0,0.16,0,0,1.05,0.42,0.2,0.47,-0.22,TRUE
"ENST00000447099","","ENSG00000224256","                                            ENSG00000224256  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000224256  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:51 2020",1.18,0,0,0,0,0,1.36,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0.28,0.14,0.49,-0.14,TRUE
"ENST00000447227","","ENSG00000228553","                                            ENSG00000228553  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000228553  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:53 2020",0,3.14,3.09,0.91,4.28,1.6,0.52,2.64,0.54,0,1.6,1.68,0,1.61,1.63,0,0,0,1.18,0.87,1.86,0.86,0.46,-1,TRUE
"ENST00000447343","","ENSG00000229299","                                            ENSG00000229299  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000229299  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:54 2020",0.98,0.03,0.18,3.77,0.03,0.67,0,2.13,0,0,0,0,0.68,0.69,0,1.75,0,0.43,0,0,0.87,0.35,0.41,-0.51,TRUE
"ENST00000447721","MARS1","ENSG00000166986
","This gene encodes a member of the class I family of aminoacyl-tRNA synthetases. These enzymes play a critical role in protein biosynthesis by charging tRNAs with their cognate amino acids. The encoded protein is a component of the multi-tRNA synthetase complex and catalyzes the ligation of methionine to tRNA molecules. [provided by RefSeq, Jan 2011]","                                            MARS1 (Methionyl-TRNA Synthetase 1) is a Protein Coding gene.                                            Diseases associated with MARS1 include Interstitial Lung And Liver Disease and Charcot-Marie-Tooth Disease, Axonal, Type 2U.                                            Among its related pathways are tRNA Aminoacylation and One carbon pool by folate.                                                                                        An important paralog of this gene is VARS1.","Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is first activated by ATP to form AA-AMP and then transferred to the acceptor end of the tRNA (PubMed:11714285). Plays a role in the synthesis of ribosomal RNA in the nucleolus (PubMed:10791971).
                         SYMC_HUMAN,P56192
                         ","Mon Dec 07 10:24:41 2020",1.93,3.72,6.07,8.55,2.67,3.63,4.11,3.86,2.12,10.65,0.99,2.13,3.56,2.1,0,0,1.41,0.4,4.5,2.42,4.07,1.75,0.43,-2.32,FALSE
"ENST00000447835","","ENSG00000225166","                                            ENSG00000225166  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000225166  is an Uncategorized gene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:54 2020",1.19,1.64,0.84,1.09,1.25,0.46,0.42,0.79,0.64,0,1.52,0.11,0.32,0.11,1.33,0.12,0,0.46,0.11,0,0.92,0.41,0.44,-0.51,TRUE
"ENST00000448028","","ENSG00000226410","                                            ENSG00000226410  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000226410  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:55 2020",0,0,1.09,11.82,2.05,0,0,0,0,0,0,0,1.06,0,3.95,1.07,0,0,0,1.12,1.66,0.72,0.43,-0.94,TRUE
"ENST00000448897","","ENSG00000232110","                                            ENSG00000232110  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000232110  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:55 2020",0,1.48,0,0,3.29,0,2.9,3.74,0,4.78,0,0,0,0,0,0,0,5.35,0.93,0,1.27,0.63,0.49,-0.64,TRUE
"ENST00000449016","","ENSG00000237645","                                            ENSG00000237645  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000237645  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:56 2020",0,0,0,0,0.51,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.06,0.03,0.49,-0.03,TRUE
"ENST00000450077","","ENSG00000232817","                                            ENSG00000232817  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000232817  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:14:56 2020",0,0.12,0.89,0,0,0.12,0.11,0.12,0.18,0,0.22,0.23,0.22,0,0,0,0.12,0,0,0,0.17,0.08,0.46,-0.09,TRUE
